CustomerID,Age,Gender,Location,ProductID,ProductCategory,Price,Quantity,OrderDate,PaymentMethod,ReviewScore,TotalAmount
CUST7249,57,Female,Angelamouth,PROD397,Home & Garden,355.06,3,2024-05-01,Debit Card,1,1065.18
CUST7407,74,Female,Ginashire,PROD407,Home & Garden,283.18,8,2024-11-30,PayPal,4,2265.44
CUST1586,73,Male,Holmesmouth,PROD971,Home & Garden,445.35,3,2024-09-30,Credit Card,1,1336.05
CUST6813,41,Female,East Rachelchester,PROD261,Books,308.79,4,2025-01-19,Debit Card,1,1235.16
CUST4394,54,Female,Pearsonburgh,PROD828,Electronics,181.63,2,2024-01-20,PayPal,4,363.26
CUST6110,30,Female,Paulamouth,PROD826,Home & Garden,334.44,9,2023-12-30,Debit Card,5,3009.96
CUST7325,63,Male,Sweeneyview,PROD817,Books,408.15,5,2025-01-02,Credit Card,1,2040.75
CUST2829,22,Female,East Robert,PROD753,Books,192.3,4,2024-11-26,Digital Wallet,4,769.2
CUST6589,20,Female,Patriciafurt,PROD278,Sports,368.33,3,2023-10-31,Credit Card,5,1104.99
CUST9767,60,Male,Lake Rachel,PROD912,Clothing,150.79,3,2025-03-14,Credit Card,4,452.37
CUST2592,32,Female,West Rodneyhaven,PROD470,Clothing,92.97,3,2024-06-26,Digital Wallet,4,278.91
CUST3074,67,Male,Kimtown,PROD620,Home & Garden,5.89,6,2025-03-15,Debit Card,1,35.34
CUST1564,36,Female,Port Stacey,PROD329,Electronics,352.49,10,2024-08-04,Debit Card,4,3524.9
CUST1229,23,Female,Petersburgh,PROD224,Electronics,288.55,2,2023-05-09,Credit Card,4,577.1
CUST2531,72,Female,Katrinaburgh,PROD305,Electronics,426.12,4,2023-04-15,Credit Card,2,1704.48
CUST5630,32,Female,West Dustinchester,PROD911,Books,386.56,7,2025-03-13,Debit Card,1,2705.92
CUST6941,73,Female,Port Kristinfurt,PROD242,Books,285.9,6,2025-01-31,Digital Wallet,5,1715.4
CUST9380,24,Male,Lozanohaven,PROD342,Books,95.13,2,2023-06-20,PayPal,1,190.26
CUST4353,42,Male,Port Keith,PROD909,Sports,162.52,8,2023-08-27,Digital Wallet,4,1300.16
CUST6175,35,Male,East Randall,PROD605,Books,405.36,8,2023-01-27,Credit Card,2,3242.88
CUST5026,47,Male,Erinland,PROD126,Electronics,307.63,8,2024-03-04,Debit Card,2,2461.04
CUST8320,58,Female,East Kevin,PROD469,Electronics,321.63,4,2024-08-23,Digital Wallet,3,1286.52
CUST4974,71,Female,Butlerport,PROD667,Clothing,56.53,10,2024-08-29,Credit Card,3,565.3
CUST3950,41,Male,West Michael,PROD686,Electronics,250.61,3,2024-11-17,PayPal,2,751.83
CUST6580,28,Female,Johnsonmouth,PROD477,Books,168.93,7,2023-03-16,PayPal,1,1182.51
CUST6957,41,Female,Nguyenside,PROD578,Books,43.51,1,2023-02-10,Digital Wallet,1,43.51
CUST6956,40,Female,New Rachel,PROD922,Home & Garden,176.67,4,2024-01-27,Credit Card,4,706.68
CUST9456,31,Male,Davisfurt,PROD664,Sports,163.16,1,2024-01-21,Credit Card,3,163.16
CUST4524,60,Male,Tiffanyside,PROD232,Electronics,319.91,3,2024-05-18,PayPal,2,959.73
CUST3646,35,Female,East Jacquelineshire,PROD726,Sports,481.72,10,2024-02-05,Debit Card,4,4817.2
CUST5795,62,Male,North Susanville,PROD188,Electronics,411.72,10,2024-10-25,Debit Card,5,4117.2
CUST1210,77,Female,Stephenton,PROD167,Clothing,336.66,3,2024-12-06,Digital Wallet,5,1009.98
CUST3111,61,Male,Lindaton,PROD416,Clothing,366.0,3,2023-02-01,Digital Wallet,1,1098.0
CUST8038,59,Female,Josemouth,PROD507,Sports,171.2,9,2024-05-28,PayPal,4,1540.8
CUST9735,22,Female,West Steven,PROD834,Books,10.64,1,2024-10-12,Credit Card,4,10.64
CUST8498,56,Female,Jenkinsmouth,PROD836,Home & Garden,108.79,10,2024-03-19,Debit Card,2,1087.9
CUST9295,58,Female,Gibsonfurt,PROD590,Electronics,348.12,3,2024-11-06,Debit Card,4,1044.36
CUST5366,28,Female,Hendersonport,PROD638,Electronics,178.49,1,2024-12-17,Debit Card,2,178.49
CUST7100,52,Female,Josephmouth,PROD520,Home & Garden,394.57,3,2023-05-20,Debit Card,3,1183.71
CUST8358,64,Female,Alvarezshire,PROD887,Sports,361.6,5,2024-08-02,PayPal,4,1808.0
CUST7191,33,Female,South Elizabethview,PROD519,Sports,28.83,3,2023-09-06,Debit Card,1,86.49
CUST9775,28,Female,Kellyton,PROD943,Electronics,221.92,9,2025-01-14,Credit Card,1,1997.28
CUST5631,47,Female,West Alexburgh,PROD688,Clothing,212.73,7,2023-07-25,Debit Card,4,1489.11
CUST1003,42,Female,Lake Matthewport,PROD175,Home & Garden,87.34,10,2024-07-24,Digital Wallet,3,873.4
CUST5281,35,Male,North James,PROD228,Electronics,209.94,10,2025-03-21,Credit Card,5,2099.4
CUST7617,77,Male,Mindyhaven,PROD424,Clothing,441.48,1,2024-04-22,Debit Card,1,441.48
CUST7401,58,Male,South Kelly,PROD757,Sports,178.86,5,2024-08-25,PayPal,3,894.3
CUST7550,62,Female,New Mary,PROD175,Clothing,190.8,2,2024-07-08,PayPal,4,381.6
CUST9621,53,Male,Normanmouth,PROD560,Books,415.26,4,2025-01-03,Debit Card,3,1661.04
CUST3236,32,Male,Lake Jody,PROD577,Electronics,395.42,8,2023-06-10,Digital Wallet,5,3163.36
CUST8215,61,Male,Diazmouth,PROD796,Home & Garden,291.14,10,2025-01-26,PayPal,5,2911.4
CUST4992,38,Male,New Manuelland,PROD629,Clothing,380.33,8,2025-01-16,Credit Card,5,3042.64
CUST9842,71,Female,Annahaven,PROD452,Sports,116.66,8,2023-12-14,Digital Wallet,2,933.28
CUST9464,67,Female,New Carolynborough,PROD231,Clothing,228.39,3,2023-07-11,PayPal,1,685.17
CUST1163,67,Female,Elizabethhaven,PROD999,Sports,400.6,4,2023-05-07,Digital Wallet,5,1602.4
CUST7349,21,Male,Jasonmouth,PROD948,Books,21.54,7,2024-03-24,PayPal,3,150.78
CUST7230,32,Male,Stewarthaven,PROD898,Sports,14.94,10,2024-09-26,PayPal,1,149.4
CUST5012,70,Female,Gabrielberg,PROD664,Home & Garden,134.26,3,2023-11-30,Digital Wallet,5,402.78
CUST9192,20,Male,North James,PROD755,Books,56.84,10,2024-08-14,Debit Card,3,568.4
CUST5331,69,Female,Marquezview,PROD701,Clothing,174.2,3,2024-03-10,Debit Card,1,522.6
CUST4423,38,Male,North Moniqueside,PROD286,Electronics,444.53,10,2024-01-16,Digital Wallet,1,4445.3
CUST3082,43,Female,New Donnafort,PROD886,Sports,84.65,9,2023-11-21,PayPal,4,761.85
CUST3611,35,Male,Smithmouth,PROD232,Home & Garden,42.13,5,2025-01-21,PayPal,3,210.65
CUST2398,22,Male,Emilyhaven,PROD543,Electronics,471.21,3,2025-01-23,PayPal,4,1413.63
CUST7428,31,Female,Shannonland,PROD614,Electronics,489.13,6,2023-07-14,PayPal,5,2934.78
CUST6171,76,Male,Lake Tony,PROD989,Books,172.29,8,2024-02-24,PayPal,1,1378.32
CUST6771,78,Male,North Prestonhaven,PROD156,Clothing,492.71,10,2025-01-06,Debit Card,3,4927.1
CUST7600,54,Female,North Jacob,PROD951,Electronics,447.15,10,2023-06-13,PayPal,3,4471.5
CUST6777,74,Male,Garyberg,PROD227,Home & Garden,353.73,2,2023-07-23,Digital Wallet,2,707.46
CUST8940,63,Female,Scottview,PROD630,Sports,218.51,4,2025-04-03,PayPal,5,874.04
CUST4577,38,Male,New Heather,PROD256,Sports,328.55,7,2024-12-17,PayPal,1,2299.85
CUST6461,31,Male,Lake Catherinechester,PROD411,Sports,305.62,7,2024-04-29,Debit Card,5,2139.34
CUST9342,59,Female,Lake Travis,PROD268,Books,219.93,3,2024-07-15,Credit Card,2,659.79
CUST7987,49,Female,New Robert,PROD265,Home & Garden,31.51,2,2024-05-03,Credit Card,2,63.02
CUST4181,43,Female,Kirkberg,PROD430,Electronics,168.89,1,2024-11-10,PayPal,3,168.89
CUST4345,74,Female,West Jessica,PROD826,Home & Garden,487.33,4,2024-05-17,Debit Card,2,1949.32
CUST5772,76,Female,South James,PROD330,Books,207.59,9,2024-02-18,PayPal,5,1868.31
CUST8920,59,Male,North Shawn,PROD454,Books,279.29,9,2025-04-14,Credit Card,1,2513.61
CUST2086,47,Male,Port Jason,PROD631,Clothing,463.16,7,2024-05-08,Debit Card,4,3242.12
CUST3723,27,Female,Stephanieburgh,PROD390,Home & Garden,272.36,3,2024-09-12,Digital Wallet,5,817.08
CUST8007,34,Female,North William,PROD966,Sports,332.0,10,2023-07-09,Digital Wallet,2,3320.0
CUST9913,26,Male,New Nataliebury,PROD180,Books,152.21,2,2023-08-03,Debit Card,2,304.42
CUST3711,33,Male,Alvarezborough,PROD356,Books,52.48,3,2023-06-04,Digital Wallet,3,157.44
CUST3483,65,Female,Martinfort,PROD301,Clothing,199.49,8,2023-12-08,Debit Card,3,1595.92
CUST4131,53,Female,Port Joel,PROD750,Sports,277.08,10,2024-12-10,PayPal,3,2770.8
CUST3450,52,Male,Charlesbury,PROD664,Books,248.02,10,2024-01-11,PayPal,5,2480.2
CUST8918,34,Male,New Susan,PROD381,Electronics,31.98,1,2024-08-29,Credit Card,4,31.98
CUST4258,65,Male,Pamelamouth,PROD228,Sports,6.89,9,2025-03-06,PayPal,3,62.01
CUST5983,55,Male,West Brendamouth,PROD740,Home & Garden,48.38,9,2024-07-10,PayPal,1,435.42
CUST5828,45,Female,Ronaldton,PROD410,Clothing,412.83,2,2023-04-25,Credit Card,1,825.66
CUST3453,75,Male,Garnershire,PROD729,Electronics,314.42,2,2024-07-25,Debit Card,3,628.84
CUST3602,55,Male,Mccoystad,PROD646,Electronics,242.76,8,2025-03-06,PayPal,3,1942.08
CUST2253,43,Male,West Alex,PROD195,Home & Garden,53.01,3,2023-11-11,PayPal,4,159.03
CUST4533,41,Female,Patrickfort,PROD614,Clothing,107.44,10,2023-12-01,PayPal,4,1074.4
CUST7348,32,Male,Brandonfurt,PROD756,Books,320.9,9,2024-08-14,Credit Card,5,2888.1
CUST7533,26,Female,Huffmanmouth,PROD272,Clothing,488.64,1,2024-04-26,Debit Card,5,488.64
CUST9444,50,Female,Robertsonhaven,PROD706,Books,239.42,7,2025-01-15,Credit Card,1,1675.94
CUST3649,49,Female,West Chad,PROD694,Home & Garden,62.18,9,2023-07-16,Digital Wallet,4,559.62
CUST6321,23,Female,North James,PROD257,Home & Garden,393.51,7,2024-02-09,PayPal,5,2754.57
CUST2515,66,Female,North Alyssa,PROD275,Electronics,238.12,6,2024-11-13,Digital Wallet,5,1428.72
CUST4993,21,Female,South Ashleyland,PROD774,Electronics,447.96,1,2024-06-04,Debit Card,3,447.96
CUST4120,73,Male,New Ronaldport,PROD739,Electronics,136.18,9,2024-09-01,PayPal,4,1225.62
CUST8289,25,Male,East Ryan,PROD837,Home & Garden,322.72,7,2023-05-04,Digital Wallet,5,2259.04
CUST4821,27,Male,New Andrea,PROD719,Books,196.83,4,2024-02-17,Digital Wallet,3,787.32
CUST9420,58,Male,Christopherport,PROD445,Home & Garden,188.66,8,2024-07-22,Digital Wallet,1,1509.28
CUST1866,28,Female,Port Robert,PROD962,Home & Garden,193.82,7,2024-05-16,PayPal,2,1356.74
CUST2077,68,Male,East Heidi,PROD677,Electronics,97.36,6,2024-05-16,PayPal,4,584.16
CUST4227,61,Male,New Manuelchester,PROD142,Clothing,27.09,10,2024-10-11,PayPal,1,270.9
CUST9244,45,Male,Port Angel,PROD945,Electronics,222.67,10,2024-05-28,PayPal,1,2226.7
CUST7162,56,Male,Reyesfurt,PROD984,Clothing,135.38,2,2023-06-30,Credit Card,4,270.76
CUST5599,22,Male,Kennethview,PROD129,Books,419.35,7,2025-02-25,Digital Wallet,2,2935.45
CUST9131,42,Male,Alexanderborough,PROD183,Books,284.3,3,2023-02-24,Credit Card,3,852.9
CUST4719,42,Male,Merrittville,PROD146,Sports,79.81,5,2023-07-18,Debit Card,1,399.05
CUST1246,56,Female,New Brittanyside,PROD756,Sports,349.75,8,2023-04-08,Digital Wallet,1,2798.0
CUST5270,47,Female,Lake Kristinbury,PROD889,Sports,52.87,4,2025-02-06,PayPal,2,211.48
CUST9017,51,Female,Wallaceborough,PROD690,Books,335.73,2,2025-03-27,PayPal,3,671.46
CUST6129,34,Female,New Pamela,PROD371,Electronics,405.05,5,2023-11-21,PayPal,1,2025.25
CUST3892,80,Male,Michaelville,PROD766,Electronics,209.92,10,2023-12-28,Credit Card,2,2099.2
CUST5805,53,Male,Debraton,PROD315,Electronics,379.45,9,2023-03-04,PayPal,4,3415.05
CUST6273,73,Female,West Jeffrey,PROD885,Home & Garden,117.62,7,2024-11-22,Digital Wallet,2,823.34
CUST2509,78,Female,East Angela,PROD685,Sports,35.19,5,2024-03-25,Digital Wallet,2,175.95
CUST4756,18,Female,Latoyaport,PROD526,Electronics,196.62,4,2024-09-06,Debit Card,5,786.48
CUST6499,61,Male,West Kevin,PROD732,Sports,263.68,1,2024-05-25,Digital Wallet,1,263.68
CUST1575,64,Male,Bullockmouth,PROD754,Sports,482.99,1,2024-08-04,PayPal,3,482.99
CUST8936,25,Female,Ortizmouth,PROD131,Home & Garden,345.1,10,2023-05-08,Digital Wallet,4,3451.0
CUST9492,61,Male,Traceyfort,PROD609,Books,468.5,9,2024-01-06,Digital Wallet,5,4216.5
CUST2824,74,Female,Chandlerfort,PROD742,Electronics,288.49,2,2023-07-04,Credit Card,2,576.98
CUST4669,52,Male,Andreabury,PROD658,Home & Garden,121.64,9,2024-09-24,Digital Wallet,4,1094.76
CUST9120,66,Male,Melissafort,PROD396,Books,152.93,1,2025-02-14,Debit Card,3,152.93
CUST4155,35,Male,Lake Anthonyfurt,PROD757,Books,200.43,7,2023-11-26,Digital Wallet,4,1403.01
CUST7977,67,Female,North Jean,PROD409,Electronics,427.7,4,2023-06-07,Credit Card,4,1710.8
CUST5018,59,Male,Johnsonfurt,PROD594,Sports,22.19,6,2023-07-16,Credit Card,1,133.14
CUST7756,39,Male,Cynthiaville,PROD350,Clothing,287.75,7,2024-08-14,Digital Wallet,3,2014.25
CUST2605,25,Male,Lesterport,PROD924,Sports,260.82,6,2024-02-10,Digital Wallet,2,1564.92
CUST5525,36,Male,West Nicholas,PROD926,Sports,287.89,2,2023-06-23,Credit Card,1,575.78
CUST4686,45,Female,Lopezstad,PROD801,Clothing,491.46,3,2024-11-19,PayPal,1,1474.38
CUST5813,28,Female,South Andrea,PROD515,Books,77.99,7,2023-10-02,Digital Wallet,2,545.93
CUST5515,47,Female,Jessefort,PROD404,Clothing,474.88,10,2023-04-09,Credit Card,5,4748.8
CUST5873,18,Male,West Charlesland,PROD564,Clothing,227.27,5,2023-09-08,Digital Wallet,3,1136.35
CUST6248,79,Female,Danielland,PROD174,Home & Garden,474.79,5,2023-06-04,Credit Card,4,2373.95
CUST3167,64,Female,Monicahaven,PROD805,Home & Garden,87.75,9,2025-02-14,PayPal,5,789.75
CUST1707,74,Female,Phelpsport,PROD161,Home & Garden,109.89,7,2023-05-24,Debit Card,3,769.23
CUST3188,64,Female,Vargasland,PROD261,Books,100.4,10,2024-10-14,Digital Wallet,3,1004.0
CUST2684,34,Female,South Ryan,PROD550,Clothing,26.12,6,2025-01-25,Digital Wallet,4,156.72
CUST4425,80,Female,North Allenland,PROD525,Electronics,43.79,10,2023-06-27,Debit Card,5,437.9
CUST2604,50,Male,New Rebeccaside,PROD595,Clothing,343.15,5,2023-05-31,Debit Card,5,1715.75
CUST6244,66,Male,Gonzalezmouth,PROD575,Books,104.95,7,2024-11-02,Digital Wallet,5,734.65
CUST6551,29,Female,Gabrielleburgh,PROD308,Home & Garden,412.17,4,2024-10-01,PayPal,4,1648.68
CUST9257,50,Female,Littleside,PROD448,Books,78.2,7,2023-07-30,Digital Wallet,4,547.4
CUST6560,76,Female,Lake Emily,PROD721,Home & Garden,299.55,9,2024-04-07,Debit Card,3,2695.95
CUST5141,24,Male,New Christopher,PROD247,Books,163.28,9,2024-12-03,Credit Card,5,1469.52
CUST9337,73,Male,Rogershaven,PROD420,Electronics,364.92,8,2025-02-08,PayPal,2,2919.36
CUST4479,58,Male,Lake Monica,PROD982,Home & Garden,404.64,3,2024-12-05,Digital Wallet,3,1213.92
CUST6266,37,Male,New Michael,PROD835,Home & Garden,48.08,6,2023-09-29,Digital Wallet,2,288.48
CUST3105,71,Female,Port Derek,PROD426,Clothing,280.4,9,2024-05-22,Credit Card,3,2523.6
CUST6215,58,Male,New Ericstad,PROD851,Books,278.27,9,2025-02-21,Credit Card,2,2504.43
CUST2362,50,Male,Lake Gregory,PROD981,Sports,429.03,8,2024-06-29,PayPal,4,3432.24
CUST7014,56,Female,Stephanieberg,PROD453,Sports,262.25,5,2023-03-24,PayPal,3,1311.25
CUST7791,30,Female,Paulmouth,PROD508,Clothing,459.0,5,2024-01-12,Digital Wallet,3,2295.0
CUST7363,27,Female,Bethanyhaven,PROD233,Books,11.12,10,2023-06-28,Digital Wallet,1,111.2
CUST7777,41,Male,Waltonhaven,PROD878,Electronics,351.7,6,2024-06-12,Debit Card,2,2110.2
CUST6937,66,Female,Lake Marissa,PROD479,Clothing,295.85,7,2024-10-04,Digital Wallet,3,2070.95
CUST1583,28,Female,Williamsstad,PROD627,Home & Garden,391.93,3,2024-06-21,Credit Card,3,1175.79
CUST6658,52,Male,Kellyshire,PROD675,Electronics,60.7,2,2025-01-21,PayPal,4,121.4
CUST3301,79,Female,North Laurenmouth,PROD208,Books,79.07,4,2023-05-02,Digital Wallet,2,316.28
CUST7643,67,Female,Coxhaven,PROD426,Home & Garden,285.46,8,2023-07-21,PayPal,5,2283.68
CUST8005,77,Female,East Charlesview,PROD347,Sports,293.43,3,2025-01-01,Digital Wallet,2,880.29
CUST7816,51,Female,New Lisa,PROD577,Books,482.59,2,2025-03-19,Credit Card,5,965.18
CUST4440,76,Female,North Wendy,PROD225,Home & Garden,54.6,4,2023-02-26,Debit Card,3,218.4
CUST6657,18,Male,Andrewside,PROD373,Books,57.29,9,2024-11-17,Debit Card,2,515.61
CUST1793,56,Male,Reedland,PROD560,Home & Garden,390.87,7,2023-05-29,PayPal,2,2736.09
CUST6120,38,Female,East Crystalland,PROD353,Books,393.94,6,2023-09-30,Credit Card,2,2363.64
CUST5286,49,Female,Port Peter,PROD244,Sports,434.4,9,2023-02-27,Credit Card,2,3909.6
CUST9389,19,Female,Michaelland,PROD199,Clothing,440.67,10,2024-10-08,Credit Card,2,4406.7
CUST8617,25,Female,Rhodesville,PROD151,Home & Garden,439.56,1,2024-03-09,Digital Wallet,1,439.56
CUST7403,77,Female,Port Mary,PROD397,Home & Garden,135.75,3,2024-03-11,Debit Card,1,407.25
CUST9272,41,Male,Christinabury,PROD493,Sports,329.12,7,2023-12-08,Credit Card,3,2303.84
CUST5088,74,Female,Carlosberg,PROD984,Clothing,288.15,1,2024-06-29,Digital Wallet,5,288.15
CUST5524,71,Male,South Donna,PROD730,Books,239.16,2,2023-12-28,PayPal,2,478.32
CUST2455,69,Female,Thomasstad,PROD528,Home & Garden,90.24,3,2023-10-25,Digital Wallet,4,270.72
CUST9893,37,Female,Lauraborough,PROD354,Clothing,204.47,8,2024-04-24,Digital Wallet,3,1635.76
CUST7481,33,Female,South Virginia,PROD986,Books,311.03,10,2025-03-19,Credit Card,3,3110.3
CUST5340,21,Male,South Kathyside,PROD263,Home & Garden,342.0,7,2023-08-07,PayPal,2,2394.0
CUST9498,33,Female,New Toddfurt,PROD933,Home & Garden,203.85,2,2023-06-16,Debit Card,2,407.7
CUST3116,74,Male,West Eric,PROD435,Books,200.92,2,2024-09-21,PayPal,5,401.84
