CustomerID,Age,Gender,Location,ProductID,ProductCategory,Price,Quantity,OrderDate,PaymentMethod,ReviewScore,TotalAmount,AgeGroup,OrderMonth,OrderYear,OrderDay,OrderWeekday
CUST4292,24,Male,Port Rachel,PROD304,Sports,434.77,10,2024-01-29,PayPal,1,4347.7,18-25,1,2024,29,Monday
CUST6138,40,Female,Janemouth,PROD225,Books,34.48,3,2024-04-12,PayPal,4,103.44,36-45,4,2024,12,Friday
CUST2753,72,Male,Lauramouth,PROD238,Electronics,78.12,7,2024-10-23,Debit_Card,5,546.84,66+,10,2024,23,Wednesday
CUST6509,40,Female,Jasonshire,PROD973,Electronics,353.82,7,2024-11-27,Credit_Card,4,2476.74,36-45,11,2024,27,Wednesday
CUST3318,56,Female,Cunninghamborough,PROD175,Sports,75.12,6,2023-03-17,Debit_Card,2,450.72,56-65,3,2023,17,Friday
CUST1978,34,Male,Arellanobury,PROD562,Home & Garden,59.91,10,2024-07-05,Credit_Card,5,599.1,26-35,7,2024,5,Friday
CUST5737,69,Female,North Michael,PROD276,Sports,265.52,2,2024-09-13,Debit_Card,4,531.04,66+,9,2024,13,Friday
CUST5535,20,Female,West Alexander,PROD830,Home & Garden,185.62,9,2023-10-15,Digital,4,1670.58,18-25,10,2023,15,Sunday
CUST5793,64,Female,East Lynntown,PROD555,Electronics,40.9,5,2023-06-21,Digital,3,204.5,56-65,6,2023,21,Wednesday
CUST9947,47,Male,Port Donna,PROD189,Sports,353.75,7,2023-06-02,Credit_Card,1,2476.25,46-55,6,2023,2,Friday
CUST9269,52,Female,North Michael,PROD929,Books,332.76,4,2023-06-12,Debit_Card,4,1331.04,46-55,6,2023,12,Monday
CUST8657,25,Male,Cindymouth,PROD798,Clothing,295.08,9,2024-07-06,PayPal,2,2655.72,18-25,7,2024,6,Saturday
CUST5623,80,Female,South Daniel,PROD965,Electronics,171.6,7,2023-05-01,PayPal,2,1201.2,66+,5,2023,1,Monday
CUST4522,77,Female,Nicolefort,PROD427,Electronics,164.69,6,2023-02-24,PayPal,3,988.14,66+,2,2023,24,Friday
CUST7998,42,Female,Nancyhaven,PROD783,Sports,488.05,6,2023-12-25,Debit_Card,4,2928.3,36-45,12,2023,25,Monday
CUST5594,23,Female,Colleenville,PROD455,Clothing,367.51,8,2024-01-28,Digital,5,2940.08,18-25,1,2024,28,Sunday
CUST2600,53,Female,Port Donald,PROD826,Clothing,221.25,8,2024-11-21,PayPal,2,1770.0,46-55,11,2024,21,Thursday
CUST8794,36,Female,South Jenny,PROD166,Clothing,321.44,10,2024-05-31,Credit_Card,5,3214.4,36-45,5,2024,31,Friday
CUST5299,71,Male,Port Meganchester,PROD663,Sports,246.16,1,2024-08-16,Digital,2,246.16,66+,8,2024,16,Friday
CUST6601,58,Male,Laurenchester,PROD655,Sports,162.06,9,2023-03-19,Credit_Card,5,1458.54,56-65,3,2023,19,Sunday
CUST7249,57,Female,Angelamouth,PROD397,Home & Garden,355.06,3,2024-05-01,Debit_Card,1,1065.18,56-65,5,2024,1,Wednesday
CUST7407,74,Female,Ginashire,PROD407,Home & Garden,283.18,8,2024-11-30,PayPal,4,2265.44,66+,11,2024,30,Saturday
CUST1586,73,Male,Holmesmouth,PROD971,Home & Garden,445.35,3,2024-09-30,Credit_Card,1,1336.05,66+,9,2024,30,Monday
CUST6813,41,Female,East Rachelchester,PROD261,Books,308.79,4,2025-01-19,Debit_Card,1,1235.16,36-45,1,2025,19,Sunday
CUST4394,54,Female,Pearsonburgh,PROD828,Electronics,181.63,2,2024-01-20,PayPal,4,363.26,46-55,1,2024,20,Saturday
CUST6110,30,Female,Paulamouth,PROD826,Home & Garden,334.44,9,2023-12-30,Debit_Card,5,3009.96,26-35,12,2023,30,Saturday
CUST7325,63,Male,Sweeneyview,PROD817,Books,408.15,5,2025-01-02,Credit_Card,1,2040.75,56-65,1,2025,2,Thursday
CUST2829,22,Female,East Robert,PROD753,Books,192.3,4,2024-11-26,Digital,4,769.2,18-25,11,2024,26,Tuesday
CUST6589,20,Female,Patriciafurt,PROD278,Sports,368.33,3,2023-10-31,Credit_Card,5,1104.99,18-25,10,2023,31,Tuesday
CUST9767,60,Male,Lake Rachel,PROD912,Clothing,150.79,3,2025-03-14,Credit_Card,4,452.37,56-65,3,2025,14,Friday
CUST2592,32,Female,West Rodneyhaven,PROD470,Clothing,92.97,3,2024-06-26,Digital,4,278.91,26-35,6,2024,26,Wednesday
CUST3074,67,Male,Kimtown,PROD620,Home & Garden,5.89,6,2025-03-15,Debit_Card,1,35.34,66+,3,2025,15,Saturday
CUST1564,36,Female,Port Stacey,PROD329,Electronics,352.49,10,2024-08-04,Debit_Card,4,3524.9,36-45,8,2024,4,Sunday
CUST1229,23,Female,Petersburgh,PROD224,Electronics,288.55,2,2023-05-09,Credit_Card,4,577.1,18-25,5,2023,9,Tuesday
CUST2531,72,Female,Katrinaburgh,PROD305,Electronics,426.12,4,2023-04-15,Credit_Card,2,1704.48,66+,4,2023,15,Saturday
CUST5630,32,Female,West Dustinchester,PROD911,Books,386.56,7,2025-03-13,Debit_Card,1,2705.92,26-35,3,2025,13,Thursday
CUST6941,73,Female,Port Kristinfurt,PROD242,Books,285.9,6,2025-01-31,Digital,5,1715.4,66+,1,2025,31,Friday
CUST9380,24,Male,Lozanohaven,PROD342,Books,95.13,2,2023-06-20,PayPal,1,190.26,18-25,6,2023,20,Tuesday
CUST4353,42,Male,Port Keith,PROD909,Sports,162.52,8,2023-08-27,Digital,4,1300.16,36-45,8,2023,27,Sunday
CUST6175,35,Male,East Randall,PROD605,Books,405.36,8,2023-01-27,Credit_Card,2,3242.88,26-35,1,2023,27,Friday
CUST5026,47,Male,Erinland,PROD126,Electronics,307.63,8,2024-03-04,Debit_Card,2,2461.04,46-55,3,2024,4,Monday
CUST8320,58,Female,East Kevin,PROD469,Electronics,321.63,4,2024-08-23,Digital,3,1286.52,56-65,8,2024,23,Friday
CUST4974,71,Female,Butlerport,PROD667,Clothing,56.53,10,2024-08-29,Credit_Card,3,565.3,66+,8,2024,29,Thursday
CUST3950,41,Male,West Michael,PROD686,Electronics,250.61,3,2024-11-17,PayPal,2,751.83,36-45,11,2024,17,Sunday
CUST6580,28,Female,Johnsonmouth,PROD477,Books,168.93,7,2023-03-16,PayPal,1,1182.51,26-35,3,2023,16,Thursday
CUST6957,41,Female,Nguyenside,PROD578,Books,43.51,1,2023-02-10,Digital,1,43.51,36-45,2,2023,10,Friday
CUST6956,40,Female,New Rachel,PROD922,Home & Garden,176.67,4,2024-01-27,Credit_Card,4,706.68,36-45,1,2024,27,Saturday
CUST9456,31,Male,Davisfurt,PROD664,Sports,163.16,1,2024-01-21,Credit_Card,3,163.16,26-35,1,2024,21,Sunday
CUST4524,60,Male,Tiffanyside,PROD232,Electronics,319.91,3,2024-05-18,PayPal,2,959.73,56-65,5,2024,18,Saturday
CUST3646,35,Female,East Jacquelineshire,PROD726,Sports,481.72,10,2024-02-05,Debit_Card,4,4817.2,26-35,2,2024,5,Monday
CUST5795,62,Male,North Susanville,PROD188,Electronics,411.72,10,2024-10-25,Debit_Card,5,4117.2,56-65,10,2024,25,Friday
CUST1210,77,Female,Stephenton,PROD167,Clothing,336.66,3,2024-12-06,Digital,5,1009.98,66+,12,2024,6,Friday
CUST3111,61,Male,Lindaton,PROD416,Clothing,366.0,3,2023-02-01,Digital,1,1098.0,56-65,2,2023,1,Wednesday
CUST8038,59,Female,Josemouth,PROD507,Sports,171.2,9,2024-05-28,PayPal,4,1540.8,56-65,5,2024,28,Tuesday
CUST9735,22,Female,West Steven,PROD834,Books,10.64,1,2024-10-12,Credit_Card,4,10.64,18-25,10,2024,12,Saturday
CUST8498,56,Female,Jenkinsmouth,PROD836,Home & Garden,108.79,10,2024-03-19,Debit_Card,2,1087.9,56-65,3,2024,19,Tuesday
CUST9295,58,Female,Gibsonfurt,PROD590,Electronics,348.12,3,2024-11-06,Debit_Card,4,1044.36,56-65,11,2024,6,Wednesday
CUST5366,28,Female,Hendersonport,PROD638,Electronics,178.49,1,2024-12-17,Debit_Card,2,178.49,26-35,12,2024,17,Tuesday
CUST7100,52,Female,Josephmouth,PROD520,Home & Garden,394.57,3,2023-05-20,Debit_Card,3,1183.71,46-55,5,2023,20,Saturday
CUST8358,64,Female,Alvarezshire,PROD887,Sports,361.6,5,2024-08-02,PayPal,4,1808.0,56-65,8,2024,2,Friday
CUST7191,33,Female,South Elizabethview,PROD519,Sports,28.83,3,2023-09-06,Debit_Card,1,86.49,26-35,9,2023,6,Wednesday
CUST9775,28,Female,Kellyton,PROD943,Electronics,221.92,9,2025-01-14,Credit_Card,1,1997.28,26-35,1,2025,14,Tuesday
CUST5631,47,Female,West Alexburgh,PROD688,Clothing,212.73,7,2023-07-25,Debit_Card,4,1489.11,46-55,7,2023,25,Tuesday
CUST1003,42,Female,Lake Matthewport,PROD175,Home & Garden,87.34,10,2024-07-24,Digital,3,873.4,36-45,7,2024,24,Wednesday
CUST5281,35,Male,North James,PROD228,Electronics,209.94,10,2025-03-21,Credit_Card,5,2099.4,26-35,3,2025,21,Friday
CUST7617,77,Male,Mindyhaven,PROD424,Clothing,441.48,1,2024-04-22,Debit_Card,1,441.48,66+,4,2024,22,Monday
CUST7401,58,Male,South Kelly,PROD757,Sports,178.86,5,2024-08-25,PayPal,3,894.3,56-65,8,2024,25,Sunday
CUST7550,62,Female,New Mary,PROD175,Clothing,190.8,2,2024-07-08,PayPal,4,381.6,56-65,7,2024,8,Monday
CUST9621,53,Male,Normanmouth,PROD560,Books,415.26,4,2025-01-03,Debit_Card,3,1661.04,46-55,1,2025,3,Friday
CUST3236,32,Male,Lake Jody,PROD577,Electronics,395.42,8,2023-06-10,Digital,5,3163.36,26-35,6,2023,10,Saturday
CUST8215,61,Male,Diazmouth,PROD796,Home & Garden,291.14,10,2025-01-26,PayPal,5,2911.4,56-65,1,2025,26,Sunday
CUST4992,38,Male,New Manuelland,PROD629,Clothing,380.33,8,2025-01-16,Credit_Card,5,3042.64,36-45,1,2025,16,Thursday
CUST9842,71,Female,Annahaven,PROD452,Sports,116.66,8,2023-12-14,Digital,2,933.28,66+,12,2023,14,Thursday
CUST9464,67,Female,New Carolynborough,PROD231,Clothing,228.39,3,2023-07-11,PayPal,1,685.17,66+,7,2023,11,Tuesday
CUST1163,67,Female,Elizabethhaven,PROD999,Sports,400.6,4,2023-05-07,Digital,5,1602.4,66+,5,2023,7,Sunday
CUST7349,21,Male,Jasonmouth,PROD948,Books,21.54,7,2024-03-24,PayPal,3,150.78,18-25,3,2024,24,Sunday
CUST7230,32,Male,Stewarthaven,PROD898,Sports,14.94,10,2024-09-26,PayPal,1,149.4,26-35,9,2024,26,Thursday
CUST5012,70,Female,Gabrielberg,PROD664,Home & Garden,134.26,3,2023-11-30,Digital,5,402.78,66+,11,2023,30,Thursday
CUST9192,20,Male,North James,PROD755,Books,56.84,10,2024-08-14,Debit_Card,3,568.4,18-25,8,2024,14,Wednesday
CUST5331,69,Female,Marquezview,PROD701,Clothing,174.2,3,2024-03-10,Debit_Card,1,522.6,66+,3,2024,10,Sunday
CUST4423,38,Male,North Moniqueside,PROD286,Electronics,444.53,10,2024-01-16,Digital,1,4445.3,36-45,1,2024,16,Tuesday
CUST3082,43,Female,New Donnafort,PROD886,Sports,84.65,9,2023-11-21,PayPal,4,761.85,36-45,11,2023,21,Tuesday
CUST3611,35,Male,Smithmouth,PROD232,Home & Garden,42.13,5,2025-01-21,PayPal,3,210.65,26-35,1,2025,21,Tuesday
CUST2398,22,Male,Emilyhaven,PROD543,Electronics,471.21,3,2025-01-23,PayPal,4,1413.63,18-25,1,2025,23,Thursday
CUST7428,31,Female,Shannonland,PROD614,Electronics,489.13,6,2023-07-14,PayPal,5,2934.78,26-35,7,2023,14,Friday
CUST6171,76,Male,Lake Tony,PROD989,Books,172.29,8,2024-02-24,PayPal,1,1378.32,66+,2,2024,24,Saturday
CUST6771,78,Male,North Prestonhaven,PROD156,Clothing,492.71,10,2025-01-06,Debit_Card,3,4927.1,66+,1,2025,6,Monday
CUST7600,54,Female,North Jacob,PROD951,Electronics,447.15,10,2023-06-13,PayPal,3,4471.5,46-55,6,2023,13,Tuesday
CUST6777,74,Male,Garyberg,PROD227,Home & Garden,353.73,2,2023-07-23,Digital,2,707.46,66+,7,2023,23,Sunday
CUST8940,63,Female,Scottview,PROD630,Sports,218.51,4,2025-04-03,PayPal,5,874.04,56-65,4,2025,3,Thursday
CUST4577,38,Male,New Heather,PROD256,Sports,328.55,7,2024-12-17,PayPal,1,2299.85,36-45,12,2024,17,Tuesday
CUST6461,31,Male,Lake Catherinechester,PROD411,Sports,305.62,7,2024-04-29,Debit_Card,5,2139.34,26-35,4,2024,29,Monday
CUST9342,59,Female,Lake Travis,PROD268,Books,219.93,3,2024-07-15,Credit_Card,2,659.79,56-65,7,2024,15,Monday
CUST7987,49,Female,New Robert,PROD265,Home & Garden,31.51,2,2024-05-03,Credit_Card,2,63.02,46-55,5,2024,3,Friday
CUST4181,43,Female,Kirkberg,PROD430,Electronics,168.89,1,2024-11-10,PayPal,3,168.89,36-45,11,2024,10,Sunday
CUST4345,74,Female,West Jessica,PROD826,Home & Garden,487.33,4,2024-05-17,Debit_Card,2,1949.32,66+,5,2024,17,Friday
CUST5772,76,Female,South James,PROD330,Books,207.59,9,2024-02-18,PayPal,5,1868.31,66+,2,2024,18,Sunday
CUST8920,59,Male,North Shawn,PROD454,Books,279.29,9,2025-04-14,Credit_Card,1,2513.61,56-65,4,2025,14,Monday
CUST2086,47,Male,Port Jason,PROD631,Clothing,463.16,7,2024-05-08,Debit_Card,4,3242.12,46-55,5,2024,8,Wednesday
CUST3723,27,Female,Stephanieburgh,PROD390,Home & Garden,272.36,3,2024-09-12,Digital,5,817.08,26-35,9,2024,12,Thursday
CUST8007,34,Female,North William,PROD966,Sports,332.0,10,2023-07-09,Digital,2,3320.0,26-35,7,2023,9,Sunday
CUST9913,26,Male,New Nataliebury,PROD180,Books,152.21,2,2023-08-03,Debit_Card,2,304.42,26-35,8,2023,3,Thursday
CUST3711,33,Male,Alvarezborough,PROD356,Books,52.48,3,2023-06-04,Digital,3,157.44,26-35,6,2023,4,Sunday
CUST3483,65,Female,Martinfort,PROD301,Clothing,199.49,8,2023-12-08,Debit_Card,3,1595.92,56-65,12,2023,8,Friday
CUST4131,53,Female,Port Joel,PROD750,Sports,277.08,10,2024-12-10,PayPal,3,2770.8,46-55,12,2024,10,Tuesday
CUST3450,52,Male,Charlesbury,PROD664,Books,248.02,10,2024-01-11,PayPal,5,2480.2,46-55,1,2024,11,Thursday
CUST8918,34,Male,New Susan,PROD381,Electronics,31.98,1,2024-08-29,Credit_Card,4,31.98,26-35,8,2024,29,Thursday
CUST4258,65,Male,Pamelamouth,PROD228,Sports,6.89,9,2025-03-06,PayPal,3,62.01,56-65,3,2025,6,Thursday
CUST5983,55,Male,West Brendamouth,PROD740,Home & Garden,48.38,9,2024-07-10,PayPal,1,435.42,46-55,7,2024,10,Wednesday
CUST5828,45,Female,Ronaldton,PROD410,Clothing,412.83,2,2023-04-25,Credit_Card,1,825.66,36-45,4,2023,25,Tuesday
CUST3453,75,Male,Garnershire,PROD729,Electronics,314.42,2,2024-07-25,Debit_Card,3,628.84,66+,7,2024,25,Thursday
CUST3602,55,Male,Mccoystad,PROD646,Electronics,242.76,8,2025-03-06,PayPal,3,1942.08,46-55,3,2025,6,Thursday
CUST2253,43,Male,West Alex,PROD195,Home & Garden,53.01,3,2023-11-11,PayPal,4,159.03,36-45,11,2023,11,Saturday
CUST4533,41,Female,Patrickfort,PROD614,Clothing,107.44,10,2023-12-01,PayPal,4,1074.4,36-45,12,2023,1,Friday
CUST7348,32,Male,Brandonfurt,PROD756,Books,320.9,9,2024-08-14,Credit_Card,5,2888.1,26-35,8,2024,14,Wednesday
CUST7533,26,Female,Huffmanmouth,PROD272,Clothing,488.64,1,2024-04-26,Debit_Card,5,488.64,26-35,4,2024,26,Friday
CUST9444,50,Female,Robertsonhaven,PROD706,Books,239.42,7,2025-01-15,Credit_Card,1,1675.94,46-55,1,2025,15,Wednesday
CUST3649,49,Female,West Chad,PROD694,Home & Garden,62.18,9,2023-07-16,Digital,4,559.62,46-55,7,2023,16,Sunday
CUST6321,23,Female,North James,PROD257,Home & Garden,393.51,7,2024-02-09,PayPal,5,2754.57,18-25,2,2024,9,Friday
CUST2515,66,Female,North Alyssa,PROD275,Electronics,238.12,6,2024-11-13,Digital,5,1428.72,66+,11,2024,13,Wednesday
CUST4993,21,Female,South Ashleyland,PROD774,Electronics,447.96,1,2024-06-04,Debit_Card,3,447.96,18-25,6,2024,4,Tuesday
CUST4120,73,Male,New Ronaldport,PROD739,Electronics,136.18,9,2024-09-01,PayPal,4,1225.62,66+,9,2024,1,Sunday
CUST8289,25,Male,East Ryan,PROD837,Home & Garden,322.72,7,2023-05-04,Digital,5,2259.04,18-25,5,2023,4,Thursday
CUST4821,27,Male,New Andrea,PROD719,Books,196.83,4,2024-02-17,Digital,3,787.32,26-35,2,2024,17,Saturday
CUST9420,58,Male,Christopherport,PROD445,Home & Garden,188.66,8,2024-07-22,Digital,1,1509.28,56-65,7,2024,22,Monday
CUST1866,28,Female,Port Robert,PROD962,Home & Garden,193.82,7,2024-05-16,PayPal,2,1356.74,26-35,5,2024,16,Thursday
CUST2077,68,Male,East Heidi,PROD677,Electronics,97.36,6,2024-05-16,PayPal,4,584.16,66+,5,2024,16,Thursday
CUST4227,61,Male,New Manuelchester,PROD142,Clothing,27.09,10,2024-10-11,PayPal,1,270.9,56-65,10,2024,11,Friday
CUST9244,45,Male,Port Angel,PROD945,Electronics,222.67,10,2024-05-28,PayPal,1,2226.7,36-45,5,2024,28,Tuesday
CUST7162,56,Male,Reyesfurt,PROD984,Clothing,135.38,2,2023-06-30,Credit_Card,4,270.76,56-65,6,2023,30,Friday
CUST5599,22,Male,Kennethview,PROD129,Books,419.35,7,2025-02-25,Digital,2,2935.45,18-25,2,2025,25,Tuesday
CUST9131,42,Male,Alexanderborough,PROD183,Books,284.3,3,2023-02-24,Credit_Card,3,852.9,36-45,2,2023,24,Friday
CUST4719,42,Male,Merrittville,PROD146,Sports,79.81,5,2023-07-18,Debit_Card,1,399.05,36-45,7,2023,18,Tuesday
CUST1246,56,Female,New Brittanyside,PROD756,Sports,349.75,8,2023-04-08,Digital,1,2798.0,56-65,4,2023,8,Saturday
CUST5270,47,Female,Lake Kristinbury,PROD889,Sports,52.87,4,2025-02-06,PayPal,2,211.48,46-55,2,2025,6,Thursday
CUST9017,51,Female,Wallaceborough,PROD690,Books,335.73,2,2025-03-27,PayPal,3,671.46,46-55,3,2025,27,Thursday
CUST6129,34,Female,New Pamela,PROD371,Electronics,405.05,5,2023-11-21,PayPal,1,2025.25,26-35,11,2023,21,Tuesday
CUST3892,80,Male,Michaelville,PROD766,Electronics,209.92,10,2023-12-28,Credit_Card,2,2099.2,66+,12,2023,28,Thursday
CUST5805,53,Male,Debraton,PROD315,Electronics,379.45,9,2023-03-04,PayPal,4,3415.05,46-55,3,2023,4,Saturday
CUST6273,73,Female,West Jeffrey,PROD885,Home & Garden,117.62,7,2024-11-22,Digital,2,823.34,66+,11,2024,22,Friday
CUST2509,78,Female,East Angela,PROD685,Sports,35.19,5,2024-03-25,Digital,2,175.95,66+,3,2024,25,Monday
CUST4756,18,Female,Latoyaport,PROD526,Electronics,196.62,4,2024-09-06,Debit_Card,5,786.48,18-25,9,2024,6,Friday
CUST6499,61,Male,West Kevin,PROD732,Sports,263.68,1,2024-05-25,Digital,1,263.68,56-65,5,2024,25,Saturday
CUST1575,64,Male,Bullockmouth,PROD754,Sports,482.99,1,2024-08-04,PayPal,3,482.99,56-65,8,2024,4,Sunday
CUST8936,25,Female,Ortizmouth,PROD131,Home & Garden,345.1,10,2023-05-08,Digital,4,3451.0,18-25,5,2023,8,Monday
CUST9492,61,Male,Traceyfort,PROD609,Books,468.5,9,2024-01-06,Digital,5,4216.5,56-65,1,2024,6,Saturday
CUST2824,74,Female,Chandlerfort,PROD742,Electronics,288.49,2,2023-07-04,Credit_Card,2,576.98,66+,7,2023,4,Tuesday
